"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"MRE11","0.220","0.592","0.442","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"MRM3","0.253","0.592","0.485","2","hsa-miR-4722-3p","hsa-miR-7703","","","","",""
"MRO","0.338","0.592","0.598","2","hsa-miR-7703","hsa-miR-6774-3p","","","","",""
"MRPL17","0.0546","0.592","0.291","3","hsa-miR-4282","hsa-miR-6829-3p","hsa-miR-4722-3p","","","",""
"MRPL19","0.271","0.592","0.312","1","hsa-miR-4722-3p","","","","","",""
"MRPL44","0.114","0.592","0.291","2","hsa-miR-4749-5p","hsa-miR-7854-3p","","","","",""
"MRPL51","0.0620","0.592","0.205","2","hsa-miR-6802-3p","hsa-miR-1229-3p","","","","",""
"MRPL58","0.132","0.592","0.140","1","hsa-miR-7854-3p","","","","","",""
"MRPS16","0.309","0.592","0.560","2","hsa-miR-4282","hsa-miR-6769b-5p","","","","",""
"MRPS18A","0.150","0.592","0.162","1","hsa-miR-6829-3p","","","","","",""
"MRPS5","0.294","0.592","0.345","1","hsa-miR-548h-5p","","","","","",""
"MRVI1","0.271","0.592","0.312","1","hsa-miR-1253","","","","","",""
"MSC","0.263","0.592","0.302","1","hsa-miR-1227-5p","","","","","",""
"MSX1","0.213","0.592","0.237","1","hsa-miR-7854-3p","","","","","",""
"MTAP","0.0834","0.592","0.242","2","hsa-miR-5585-3p","hsa-miR-412-3p","","","","",""
"MTERF4","0.0424","0.592","0.0431","1","hsa-miR-1253","","","","","",""
"MTFR1","0.263","0.592","0.302","1","hsa-miR-7854-3p","","","","","",""
"MTHFD1","0.103","0.592","0.381","3","hsa-miR-548h-5p","hsa-miR-371b-5p","hsa-miR-7703","","","",""
"MTRF1L","0.158","0.592","0.356","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"MTRNR2L3","0.0771","0.592","0.232","2","hsa-miR-6802-3p","hsa-miR-4282","","","","",""
"MTRNR2L5","0.0429","0.592","0.167","2","hsa-miR-6722-3p","hsa-miR-4282","","","","",""
"MTRNR2L7","0.0679","0.592","0.215","2","hsa-miR-6802-3p","hsa-miR-4282","","","","",""
"MTRNR2L8","0.310","0.592","0.366","1","hsa-miR-5587-5p","","","","","",""
"MTX3","0.322","0.592","0.576","2","hsa-miR-371b-5p","hsa-miR-7703","","","","",""
"MUM1","0.122","0.592","0.129","1","hsa-miR-6847-3p","","","","","",""
"MVK","0.302","0.592","0.356","1","hsa-miR-1227-5p","","","","","",""
"MYDGF","0.0154","0.592","0.0970","2","hsa-miR-1229-3p","hsa-miR-7703","","","","",""
"MYL12B","0.141","0.592","0.151","1","hsa-miR-1253","","","","","",""
"MYLK3","0.314","0.592","0.566","2","hsa-miR-7703","hsa-miR-6829-3p","","","","",""
"MYNN","0.0214","0.592","0.0215","1","hsa-miR-1253","","","","","",""
"MYO5B","0.0630","0.592","0.0646","1","hsa-miR-1229-3p","","","","","",""
"MYO9B","0.132","0.592","0.140","1","hsa-miR-412-3p","","","","","",""
"MYOZ3","0.0110","0.592","0.158","3","hsa-miR-6829-3p","hsa-miR-371b-5p","hsa-miR-4722-3p","","","",""
"MYZAP","0.213","0.592","0.237","1","hsa-miR-4282","","","","","",""
"MZT1","0.0246","0.592","0.124","2","hsa-miR-4282","hsa-miR-412-3p","","","","",""
"NAA50","0.167","0.592","0.474","3","hsa-miR-1229-3p","hsa-miR-5587-5p","hsa-miR-371b-5p","","","",""
"NAPEPLD","0.221","0.592","0.248","1","hsa-miR-1229-3p","","","","","",""
"NAPG","0.271","0.592","0.312","1","hsa-miR-4524b-5p","","","","","",""
"NARF","0.310","0.592","0.366","1","hsa-miR-7703","","","","","",""
"NAT14","0.150","0.592","0.162","1","hsa-miR-6829-3p","","","","","",""
"NCKIPSD","0.224","0.592","0.447","2","hsa-miR-5591-5p","hsa-miR-6847-3p","","","","",""
"NCOA4","0.287","0.592","0.334","1","hsa-miR-371b-5p","","","","","",""
"NCOA7","0.287","0.592","0.334","1","hsa-miR-4722-3p","","","","","",""
"NDUFA10","0.132","0.592","0.140","1","hsa-miR-3130-3p","","","","","",""
"NDUFB11","0.0965","0.592","0.264","2","hsa-miR-1253","hsa-miR-6722-3p","","","","",""
"NDUFB5","0.173","0.592","0.377","2","hsa-miR-7703","hsa-miR-371b-5p","","","","",""
"NDUFC2","0.141","0.592","0.151","1","hsa-miR-7703","","","","","",""
"NDUFV3","0.257","0.592","0.490","2","hsa-miR-6829-3p","hsa-miR-371b-5p","","","","",""
"NECAB1","0.204","0.592","0.226","1","hsa-miR-4282","","","","","",""
"NECAB3","0.181","0.592","0.388","2","hsa-miR-6847-3p","hsa-miR-6829-3p","","","","",""
"NECTIN1","0.339","0.592","0.409","1","hsa-miR-4749-5p","","","","","",""
"NECTIN3","0.246","0.592","0.280","1","hsa-miR-548h-5p","","","","","",""
"NEDD1","0.0930","0.592","0.0970","1","hsa-miR-4282","","","","","",""
"NEK9","0.169","0.592","0.372","2","hsa-miR-4722-3p","hsa-miR-7703","","","","",""
"NEU3","0.122","0.592","0.129","1","hsa-miR-1229-3p","","","","","",""
"NEURL4","0.238","0.592","0.269","1","hsa-miR-7854-3p","","","","","",""
"NF2","0.0990","0.592","0.373","3","hsa-miR-1229-3p","hsa-miR-7703","hsa-miR-1253","","","",""
"NFASC","0.0999","0.592","0.269","2","hsa-miR-5591-5p","hsa-miR-6722-3p","","","","",""
"NFATC2IP","0.0379","0.592","0.251","3","hsa-miR-371b-5p","hsa-miR-4722-3p","hsa-miR-5587-5p","","","",""
"NFYA","0.332","0.592","0.399","1","hsa-miR-4282","","","","","",""
"NICN1","0.238","0.592","0.269","1","hsa-miR-6847-3p","","","","","",""
"NIF3L1","0.0246","0.592","0.124","2","hsa-miR-5591-5p","hsa-miR-6722-3p","","","","",""
"NIPAL1","0.302","0.592","0.356","1","hsa-miR-3130-3p","","","","","",""
"NIPAL3","0.238","0.592","0.269","1","hsa-miR-7854-3p","","","","","",""
"NKPD1","0.263","0.592","0.302","1","hsa-miR-412-3p","","","","","",""
"NKX2-2","0.0189","0.592","0.108","2","hsa-miR-1227-5p","hsa-miR-6829-3p","","","","",""
"NKX6-3","0.141","0.592","0.151","1","hsa-miR-3130-3p","","","","","",""
"NLRP10","0.132","0.592","0.140","1","hsa-miR-4722-3p","","","","","",""
"NLRP12","0.246","0.592","0.280","1","hsa-miR-6829-3p","","","","","",""
"NLRP6","0.204","0.592","0.226","1","hsa-miR-6769b-5p","","","","","",""
"NME1-NME2","0.302","0.592","0.356","1","hsa-miR-7703","","","","","",""
"NME2","0.246","0.592","0.280","1","hsa-miR-1229-3p","","","","","",""
"NMNAT1","0.110","0.592","0.285","2","hsa-miR-6847-3p","hsa-miR-4722-3p","","","","",""
"NOTCH2NL","0.263","0.592","0.302","1","hsa-miR-3130-3p","","","","","",""
"NOVA2","0.0802","0.592","0.237","2","hsa-miR-4722-3p","hsa-miR-134-3p","","","","",""
"NPAP1","0.287","0.592","0.334","1","hsa-miR-134-3p","","","","","",""
"NPHP1","0.213","0.592","0.237","1","hsa-miR-371b-5p","","","","","",""
"NPTX2","0.317","0.592","0.377","1","hsa-miR-5591-5p","","","","","",""
"NQO2","0.146","0.592","0.339","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"NR3C1","0.293","0.592","0.539","2","hsa-miR-4282","hsa-miR-3130-3p","","","","",""
"NRCAM","0.0214","0.592","0.0215","1","hsa-miR-4282","","","","","",""
"NRIP3","0.181","0.592","0.388","2","hsa-miR-1229-3p","hsa-miR-7854-3p","","","","",""
"NSMCE2","0.160","0.592","0.172","1","hsa-miR-4722-3p","","","","","",""
"NT5C1B","0.187","0.592","0.205","1","hsa-miR-6829-3p","","","","","",""
"NT5C1B-RDH14","0.169","0.592","0.183","1","hsa-miR-6829-3p","","","","","",""
"NT5C2","0.143","0.592","0.334","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"NUBPL","0.325","0.592","0.388","1","hsa-miR-5587-5p","","","","","",""
"NUDCD2","0.213","0.592","0.237","1","hsa-miR-6847-3p","","","","","",""
"NUDT18","0.141","0.592","0.151","1","hsa-miR-6829-3p","","","","","",""
"NUDT3","0.0124","0.592","0.334","6","hsa-miR-7703","hsa-miR-5587-5p","hsa-miR-4282","hsa-miR-371b-5p","hsa-miR-1253","hsa-miR-6769b-5p",""
"NUP155","0.261","0.592","0.496","2","hsa-miR-6847-3p","hsa-miR-7703","","","","",""
"NUP210","0.339","0.592","0.409","1","hsa-miR-1229-3p","","","","","",""
"NUP214","0.178","0.592","0.194","1","hsa-miR-6847-3p","","","","","",""
"NUP35","0.0429","0.592","0.167","2","hsa-miR-7703","hsa-miR-6722-3p","","","","",""
"NUP50","0.0436","0.592","0.266","3","hsa-miR-4282","hsa-miR-4524b-5p","hsa-miR-660-5p","","","",""
"NUP62","0.173","0.592","0.377","2","hsa-miR-6769b-5p","hsa-miR-7854-3p","","","","",""
"NUP93","0.128","0.592","0.312","2","hsa-miR-4722-3p","hsa-miR-7703","","","","",""
"NUP98","0.162","0.592","0.361","2","hsa-miR-5591-5p","hsa-miR-4722-3p","","","","",""
"NUPL2","0.115","0.592","0.399","3","hsa-miR-7703","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"NUTF2","0.160","0.592","0.172","1","hsa-miR-4282","","","","","",""
"NXPE3","0.287","0.592","0.334","1","hsa-miR-1229-3p","","","","","",""
"OCIAD2","0.00989","0.592","0.271","5","hsa-miR-4722-3p","hsa-miR-3130-3p","hsa-miR-6829-3p","hsa-miR-371b-5p","hsa-miR-7703","",""
"ODF2L","0.332","0.592","0.399","1","hsa-miR-4524b-5p","","","","","",""
"OGFOD1","0.0508","0.592","0.183","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"OGFOD3","0.0831","0.592","0.0862","1","hsa-miR-4722-3p","","","","","",""
"OLA1","0.103","0.592","0.275","2","hsa-miR-6802-3p","hsa-miR-218-2-3p","","","","",""
"OLFML2A","0.181","0.592","0.388","2","hsa-miR-6847-3p","hsa-miR-7703","","","","",""
"OMD","0.287","0.592","0.334","1","hsa-miR-371b-5p","","","","","",""
"OPA3","0.269","0.592","0.506","2","hsa-miR-1229-3p","hsa-miR-6829-3p","","","","",""
"OR51E2","0.238","0.592","0.269","1","hsa-miR-7703","","","","","",""
"ORC1","0.110","0.592","0.285","2","hsa-miR-7703","hsa-miR-371b-5p","","","","",""
"ORC6","0.00439","0.592","0.172","4","hsa-miR-6829-3p","hsa-miR-7854-3p","hsa-miR-4741","hsa-miR-7703","","",""
"OSBPL10","0.189","0.592","0.399","2","hsa-miR-6769b-5p","hsa-miR-6829-3p","","","","",""
"OSBPL8","0.213","0.592","0.237","1","hsa-miR-412-3p","","","","","",""
"OSCAR","0.332","0.592","0.399","1","hsa-miR-4524b-5p","","","","","",""
"OTUB1","0.0117","0.592","0.162","3","hsa-miR-4749-5p","hsa-miR-6722-3p","hsa-miR-7854-3p","","","",""
"OTUD4","0.285","0.592","0.528","2","hsa-miR-4282","hsa-miR-4749-5p","","","","",""
"OTUD5","0.287","0.592","0.334","1","hsa-miR-6722-3p","","","","","",""
"OVOL1","0.246","0.592","0.280","1","hsa-miR-7854-3p","","","","","",""
"OXA1L","0.0591","0.592","0.199","2","hsa-miR-1253","hsa-miR-6829-3p","","","","",""
"OXGR1","0.178","0.592","0.194","1","hsa-miR-371b-5p","","","","","",""
"OXSR1","0.310","0.592","0.366","1","hsa-miR-7151-5p","","","","","",""
"P3H2","0.302","0.592","0.356","1","hsa-miR-7854-3p","","","","","",""
"PABPC1L2B","0.310","0.592","0.366","1","hsa-miR-7703","","","","","",""
"PABPC4L","0.141","0.592","0.151","1","hsa-miR-4282","","","","","",""
"PAFAH1B2","0.183","0.592","0.496","3","hsa-miR-548h-5p","hsa-miR-5585-3p","hsa-miR-6847-3p","","","",""
"PAICS","0.00415","0.592","0.170","4","hsa-miR-134-3p","hsa-miR-3130-3p","hsa-miR-7703","hsa-miR-371b-5p","","",""
"PAIP2B","0.279","0.592","0.323","1","hsa-miR-6829-3p","","","","","",""
"PAK2","0.257","0.592","0.490","2","hsa-miR-1253","hsa-miR-7703","","","","",""
"PALD1","0.0481","0.592","0.178","2","hsa-miR-6829-3p","hsa-miR-1253","","","","",""
"PALM2","0.200","0.592","0.415","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"PALM2-AKAP2","0.132","0.592","0.318","2","hsa-miR-4741","hsa-miR-6829-3p","","","","",""
"PAN2","0.279","0.592","0.323","1","hsa-miR-5587-5p","","","","","",""
"PANK2","0.302","0.592","0.356","1","hsa-miR-1229-3p","","","","","",""
"PANK3","0.314","0.592","0.566","2","hsa-miR-4282","hsa-miR-6829-3p","","","","",""
"PANX1","0.287","0.592","0.334","1","hsa-miR-548h-5p","","","","","",""
"PAPPA-AS1","0.0424","0.592","0.0431","1","hsa-miR-7854-3p","","","","","",""
"PAQR5","0.165","0.592","0.366","2","hsa-miR-1253","hsa-miR-5591-5p","","","","",""
"PARD6B","0.0405","0.592","0.331","4","hsa-miR-4282","hsa-miR-5591-5p","hsa-miR-4524b-5p","hsa-miR-371b-5p","","",""
"PARD6G","0.122","0.592","0.129","1","hsa-miR-4722-3p","","","","","",""
"PARP15","0.0236","0.592","0.280","4","hsa-miR-4282","hsa-miR-371b-5p","hsa-miR-548h-5p","hsa-miR-6847-3p","","",""
"PARP2","0.122","0.592","0.409","3","hsa-miR-6847-3p","hsa-miR-371b-5p","hsa-miR-7854-3p","","","",""
"PARS2","0.221","0.592","0.248","1","hsa-miR-6722-3p","","","","","",""
"PAX5","0.332","0.592","0.399","1","hsa-miR-3130-3p","","","","","",""
"PBRM1","0.213","0.592","0.237","1","hsa-miR-1229-3p","","","","","",""
"PBX1","0.141","0.592","0.151","1","hsa-miR-4722-3p","","","","","",""
"PCBD1","0.0930","0.592","0.0970","1","hsa-miR-6722-3p","","","","","",""
"PCBD2","0.0277","0.592","0.223","3","hsa-miR-4282","hsa-miR-6847-3p","hsa-miR-7703","","","",""
"PCCB","0.265","0.592","0.501","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"PCDHB16","0.238","0.592","0.269","1","hsa-miR-5585-3p","","","","","",""
"PCK1","0.302","0.592","0.356","1","hsa-miR-7151-5p","","","","","",""
"PCLAF","0.0277","0.592","0.223","3","hsa-miR-371b-5p","hsa-miR-4722-3p","hsa-miR-7703","","","",""
"PCMTD1","0.181","0.592","0.388","2","hsa-miR-7703","hsa-miR-548h-5p","","","","",""
"PCNX1","0.178","0.592","0.194","1","hsa-miR-4282","","","","","",""
"PCSK2","0.238","0.592","0.269","1","hsa-miR-660-5p","","","","","",""
"PCYT1A","0.325","0.592","0.388","1","hsa-miR-5587-5p","","","","","",""
"PCYT2","0.178","0.592","0.194","1","hsa-miR-3130-3p","","","","","",""
"PDE10A","0.103","0.592","0.108","1","hsa-miR-7151-5p","","","","","",""
"PDE12","0.141","0.592","0.438","3","hsa-miR-548h-5p","hsa-miR-4722-3p","hsa-miR-6847-3p","","","",""
"PDE1A","0.113","0.592","0.119","1","hsa-miR-5587-5p","","","","","",""
"PDE4C","0.322","0.592","0.576","2","hsa-miR-4749-5p","hsa-miR-4722-3p","","","","",""
"PDE6A","0.310","0.592","0.366","1","hsa-miR-5587-5p","","","","","",""
"PDE6B","0.255","0.592","0.291","1","hsa-miR-6847-3p","","","","","",""
"PDLIM5","0.0277","0.592","0.223","3","hsa-miR-6829-3p","hsa-miR-4722-3p","hsa-miR-6722-3p","","","",""
"PDP2","0.117","0.592","0.402","3","hsa-miR-6722-3p","hsa-miR-134-3p","hsa-miR-371b-5p","","","",""
"PDPR","0.279","0.592","0.323","1","hsa-miR-6722-3p","","","","","",""
"PDS5A","0.255","0.592","0.291","1","hsa-miR-4282","","","","","",""
"PDZD4","0.263","0.592","0.302","1","hsa-miR-4749-5p","","","","","",""
"PDZRN4","0.132","0.592","0.140","1","hsa-miR-4282","","","","","",""
"PEG3","0.0214","0.592","0.0215","1","hsa-miR-412-3p","","","","","",""
"PER1","0.314","0.592","0.566","2","hsa-miR-1227-5p","hsa-miR-4749-5p","","","","",""
"PEX26","0.0386","0.592","0.384","5","hsa-miR-4741","hsa-miR-134-3p","hsa-miR-4722-3p","hsa-miR-6829-3p","hsa-miR-4749-5p","",""
"PEX7","0.246","0.592","0.280","1","hsa-miR-548h-5p","","","","","",""
"PGGT1B","0.255","0.592","0.291","1","hsa-miR-4282","","","","","",""
"PHAX","0.217","0.592","0.539","3","hsa-miR-6847-3p","hsa-miR-6829-3p","hsa-miR-371b-5p","","","",""
"PHB2","0.167","0.592","0.474","3","hsa-miR-548h-5p","hsa-miR-412-3p","hsa-miR-6802-3p","","","",""
"PHC1","0.263","0.592","0.302","1","hsa-miR-1229-3p","","","","","",""
"PHF14","0.113","0.592","0.119","1","hsa-miR-5585-3p","","","","","",""
"PHF20","0.178","0.592","0.194","1","hsa-miR-6802-3p","","","","","",""
"PHF21A","0.160","0.592","0.172","1","hsa-miR-6722-3p","","","","","",""
"PHGDH","0.169","0.592","0.183","1","hsa-miR-1229-3p","","","","","",""
"PHLDA2","0.339","0.592","0.409","1","hsa-miR-6722-3p","","","","","",""
"PHRF1","0.0424","0.592","0.0431","1","hsa-miR-1229-3p","","","","","",""
"PHYKPL","0.187","0.592","0.205","1","hsa-miR-6769b-5p","","","","","",""
"PIAS2","0.0965","0.592","0.264","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"PIK3C2A","0.310","0.592","0.366","1","hsa-miR-371b-5p","","","","","",""
"PIM2","0.204","0.592","0.226","1","hsa-miR-1253","","","","","",""
"PIP4P2","0.0563","0.592","0.194","2","hsa-miR-6802-3p","hsa-miR-412-3p","","","","",""
"PIP5K1C","0.263","0.592","0.302","1","hsa-miR-7703","","","","","",""
"PISD","0.185","0.592","0.393","2","hsa-miR-4524b-5p","hsa-miR-7854-3p","","","","",""
"PITPNB","0.246","0.592","0.280","1","hsa-miR-1229-3p","","","","","",""
"PITPNM3","0.257","0.592","0.490","2","hsa-miR-6769b-5p","hsa-miR-6847-3p","","","","",""
"PIWIL1","0.0429","0.592","0.167","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"PKD1","0.0146","0.592","0.242","4","hsa-miR-412-3p","hsa-miR-5591-5p","hsa-miR-6722-3p","hsa-miR-548h-5p","","",""
"PKDREJ","0.160","0.592","0.172","1","hsa-miR-371b-5p","","","","","",""
"PKNOX2","0.317","0.592","0.377","1","hsa-miR-6829-3p","","","","","",""
"PKP1","0.339","0.592","0.409","1","hsa-miR-371b-5p","","","","","",""
"PLA2G2C","0.124","0.592","0.307","2","hsa-miR-371b-5p","hsa-miR-4282","","","","",""
"PLA2G2D","0.195","0.592","0.215","1","hsa-miR-1253","","","","","",""
"PLA2G4E","0.0630","0.592","0.0646","1","hsa-miR-4282","","","","","",""
"PLA2G7","0.178","0.592","0.194","1","hsa-miR-4282","","","","","",""
"PLAGL2","0.333","0.592","0.679","3","hsa-miR-548h-5p","hsa-miR-218-2-3p","hsa-miR-7854-3p","","","",""
"PLCB4","0.0424","0.592","0.0431","1","hsa-miR-412-3p","","","","","",""
"PLEKHA3","0.281","0.592","0.523","2","hsa-miR-6769b-5p","hsa-miR-7703","","","","",""
"PLEKHG3","0.132","0.592","0.318","2","hsa-miR-371b-5p","hsa-miR-6769b-5p","","","","",""
"PLEKHH1","0.310","0.592","0.366","1","hsa-miR-6847-3p","","","","","",""
"PLEKHM2","0.279","0.592","0.323","1","hsa-miR-4722-3p","","","","","",""
"PLEKHM3","0.173","0.592","0.377","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"PLEKHO1","0.302","0.592","0.356","1","hsa-miR-4722-3p","","","","","",""
"PLET1","0.287","0.592","0.334","1","hsa-miR-548h-5p","","","","","",""
"PLXNA2","0.317","0.592","0.377","1","hsa-miR-1253","","","","","",""
"PLXND1","0.281","0.592","0.523","2","hsa-miR-4741","hsa-miR-3130-3p","","","","",""
"PNKD","0.325","0.592","0.388","1","hsa-miR-412-3p","","","","","",""
"PNPLA3","0.208","0.592","0.426","2","hsa-miR-4722-3p","hsa-miR-7854-3p","","","","",""
"PNRC2","0.165","0.592","0.366","2","hsa-miR-4282","hsa-miR-4524b-5p","","","","",""
"POC1A","0.0365","0.592","0.248","3","hsa-miR-6722-3p","hsa-miR-4722-3p","hsa-miR-6829-3p","","","",""
"POC1B-GALNT4","0.0481","0.592","0.178","2","hsa-miR-6847-3p","hsa-miR-4282","","","","",""
"POFUT2","0.249","0.592","0.479","2","hsa-miR-1253","hsa-miR-7703","","","","",""
"POLQ","0.237","0.592","0.463","2","hsa-miR-7703","hsa-miR-4722-3p","","","","",""
"POLR2E","0.0529","0.592","0.287","3","hsa-miR-4722-3p","hsa-miR-6722-3p","hsa-miR-6769b-5p","","","",""
"POLR3E","0.178","0.592","0.194","1","hsa-miR-218-2-3p","","","","","",""
"POLR3K","0.237","0.592","0.463","2","hsa-miR-412-3p","hsa-miR-371b-5p","","","","",""
"PON1","0.246","0.592","0.280","1","hsa-miR-7703","","","","","",""
"POPDC2","0.221","0.592","0.248","1","hsa-miR-6847-3p","","","","","",""
"PORCN","0.122","0.592","0.129","1","hsa-miR-7854-3p","","","","","",""
"POU2F3","0.0965","0.592","0.264","2","hsa-miR-7703","hsa-miR-4741","","","","",""
"POU3F3","0.263","0.592","0.302","1","hsa-miR-6722-3p","","","","","",""
"POU5F1","0.122","0.592","0.129","1","hsa-miR-412-3p","","","","","",""
"POU5F1B","0.0380","0.592","0.156","2","hsa-miR-371b-5p","hsa-miR-4282","","","","",""
"PPARGC1A","0.279","0.592","0.323","1","hsa-miR-5585-3p","","","","","",""
"PPIC","0.273","0.592","0.512","2","hsa-miR-6802-3p","hsa-miR-4722-3p","","","","",""
"PPIE","0.141","0.592","0.151","1","hsa-miR-4722-3p","","","","","",""
"PPIL4","0.224","0.592","0.447","2","hsa-miR-4282","hsa-miR-7703","","","","",""
"PPIL6","0.0771","0.592","0.232","2","hsa-miR-7703","hsa-miR-5591-5p","","","","",""
"PPL","0.0226","0.592","0.119","2","hsa-miR-412-3p","hsa-miR-1229-3p","","","","",""
"PPM1N","0.187","0.592","0.205","1","hsa-miR-1253","","","","","",""
"PPP1R37","0.238","0.592","0.269","1","hsa-miR-7703","","","","","",""
"PPP1R3D","0.263","0.592","0.302","1","hsa-miR-4282","","","","","",""
"PPP2R5C","0.0429","0.592","0.167","2","hsa-miR-4524b-5p","hsa-miR-134-3p","","","","",""
"PPP2R5D","0.287","0.592","0.334","1","hsa-miR-6722-3p","","","","","",""
"PPP4C","0.0731","0.592","0.0754","1","hsa-miR-1229-3p","","","","","",""
"PPP6R1","0.273","0.592","0.512","2","hsa-miR-1229-3p","hsa-miR-6769b-5p","","","","",""
"PPTC7","0.216","0.592","0.436","2","hsa-miR-4749-5p","hsa-miR-6847-3p","","","","",""
"PRDM10","0.310","0.592","0.366","1","hsa-miR-4282","","","","","",""
"PRDM4","0.255","0.592","0.291","1","hsa-miR-4524b-5p","","","","","",""
"PRDX4","0.0630","0.592","0.0646","1","hsa-miR-1229-3p","","","","","",""
"PRKCA","0.00631","0.592","0.129","3","hsa-miR-371b-5p","hsa-miR-4722-3p","hsa-miR-6847-3p","","","",""
"PRKG2","0.302","0.592","0.356","1","hsa-miR-548h-5p","","","","","",""
"PRKRIP1","0.122","0.592","0.129","1","hsa-miR-1229-3p","","","","","",""
"PRKX","0.162","0.592","0.361","2","hsa-miR-4722-3p","hsa-miR-412-3p","","","","",""
"PRMT7","0.221","0.592","0.248","1","hsa-miR-6829-3p","","","","","",""
"PRND","0.160","0.592","0.172","1","hsa-miR-7703","","","","","",""
"PRPF4B","0.317","0.592","0.377","1","hsa-miR-5585-3p","","","","","",""
"PRRT2","0.177","0.592","0.382","2","hsa-miR-4741","hsa-miR-6829-3p","","","","",""
"PRSS21","0.325","0.592","0.388","1","hsa-miR-4524b-5p","","","","","",""
"PRSS8","0.339","0.592","0.409","1","hsa-miR-6847-3p","","","","","",""
"PRY","0.178","0.592","0.194","1","hsa-miR-1229-3p","","","","","",""
"PRY2","0.178","0.592","0.194","1","hsa-miR-1229-3p","","","","","",""
"PSMC5","0.0424","0.592","0.0431","1","hsa-miR-1229-3p","","","","","",""
"PSMD1","0.213","0.592","0.237","1","hsa-miR-371b-5p","","","","","",""
"PSMD9","0.221","0.592","0.248","1","hsa-miR-7703","","","","","",""
"PSMG4","0.230","0.592","0.259","1","hsa-miR-7703","","","","","",""
"PTAFR","0.302","0.592","0.356","1","hsa-miR-6829-3p","","","","","",""
"PTBP3","0.124","0.592","0.307","2","hsa-miR-1229-3p","hsa-miR-371b-5p","","","","",""
"PTCHD3","0.0649","0.592","0.210","2","hsa-miR-7703","hsa-miR-4722-3p","","","","",""
"PTDSS1","0.113","0.592","0.119","1","hsa-miR-1229-3p","","","","","",""
