Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
CNKSR3,0.048192771084337394,0.184,0.674,0.562,4,hsa-miR-575,hsa-miR-1343-3p,hsa-miR-6784-5p,hsa-miR-1307-3p,,,,,,,
YY1,0.048192771084337394,0.261,0.7,0.65,4,hsa-miR-4532,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4728-5p,,,,,,,
CDH7,0.048192771084337394,0.0516,0.454,0.356,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1203,hsa-miR-4728-5p,,,,,,,
FXN,0.048192771084337394,0.102,0.568,0.448,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1307-3p,hsa-miR-6131,,,,,,,
TRIM65,0.048192771084337394,0.112,0.583,0.465,4,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-6131,,,,,,,
ZNF703,0.048192771084337394,0.112,0.583,0.465,4,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,
C16orf58,0.048192771084337394,0.118,0.597,0.473,4,hsa-miR-1233-5p,hsa-miR-6090,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
TNRC6B,0.048192771084337394,0.411,0.73,0.812,4,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6131,,,,,,,
C12orf49,0.048192771084337394,0.126,0.605,0.485,4,hsa-miR-6131,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,
GPRC5A,0.048192771084337394,0.129,0.609,0.489,4,hsa-miR-6746-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6802-5p,,,,,,,
SERBP1,0.048192771084337394,0.132,0.613,0.493,4,hsa-miR-4525,hsa-miR-8059,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,
TMEM167A,0.048192771084337394,0.132,0.613,0.493,4,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,
YWHAE,0.048192771084337394,0.135,0.613,0.497,4,hsa-miR-320a,hsa-miR-4276,hsa-miR-1233-5p,hsa-miR-3184-5p,,,,,,,
CNBP,0.048192771084337394,0.396,0.725,0.796,4,hsa-miR-4728-5p,hsa-miR-92b-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
KLHDC10,0.048192771084337394,0.138,0.614,0.501,4,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,
HMGB1,0.048192771084337394,0.297,0.707,0.691,4,hsa-miR-642b-3p,hsa-miR-1307-3p,hsa-miR-4532,hsa-miR-320a,,,,,,,
ZNF652,0.048192771084337394,0.208,0.694,0.59,4,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-1307-3p,hsa-miR-1228-5p,,,,,,,
SPATA2,0.048192771084337394,0.146,0.631,0.513,4,hsa-miR-3184-5p,hsa-miR-887-3p,hsa-miR-6805-5p,hsa-miR-4728-5p,,,,,,,
CRCP,0.048192771084337394,0.384,0.721,0.784,4,hsa-miR-575,hsa-miR-4532,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,
CLPB,0.048192771084337394,0.156,0.644,0.525,4,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
NAA50,0.048192771084337394,0.162,0.647,0.533,4,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-6131,,,,,,,
SAR1A,0.048192771084337394,0.204,0.686,0.586,4,hsa-miR-1343-3p,hsa-miR-8073,hsa-miR-197-5p,hsa-miR-4728-5p,,,,,,,
BTF3L4,0.048192771084337394,0.168,0.658,0.541,4,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-4706,hsa-miR-4728-5p,,,,,,,
TNRC6A,0.048192771084337394,0.361,0.717,0.76,4,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4276,,,,,,,
EXOSC2,0.048192771084337394,0.171,0.66,0.545,4,hsa-miR-1238-5p,hsa-miR-4758-5p,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,
SLC1A5,0.048192771084337394,0.309,0.708,0.703,4,hsa-miR-3940-5p,hsa-miR-1307-3p,hsa-miR-4728-5p,hsa-miR-4690-5p,,,,,,,
CDCA4,0.048192771084337394,0.102,0.568,0.448,4,hsa-miR-4758-5p,hsa-miR-4648,hsa-miR-1238-5p,hsa-miR-92b-5p,,,,,,,
B3GALNT2,0.048192771084337394,0.0227,0.354,0.275,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-92b-5p,,,,,,,
MIDN,0.048192771084337394,0.474,0.743,0.881,4,hsa-miR-8059,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-3184-5p,,,,,,,
PLXND1,0.048192771084337394,0.0692,0.511,0.392,4,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,
UBTF,0.048192771084337394,0.0516,0.454,0.356,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1233-5p,hsa-miR-4525,,,,,,,
DDA1,0.048192771084337394,0.0553,0.468,0.364,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-6805-5p,,,,,,,
NUCB1,0.048192771084337394,0.0553,0.468,0.364,4,hsa-miR-6131,hsa-miR-4648,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
ZCCHC3,0.048192771084337394,0.0553,0.468,0.364,4,hsa-miR-4728-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
FBXW8,0.048192771084337394,0.0572,0.474,0.368,4,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-4675,hsa-miR-6746-5p,,,,,,,
ATG9A,0.048192771084337394,0.063,0.49,0.38,4,hsa-miR-3184-5p,hsa-miR-4648,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
RAB15,0.048192771084337394,0.061,0.49,0.376,4,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-1343-3p,,,,,,,
PPP6R1,0.048192771084337394,0.065,0.495,0.384,4,hsa-miR-3940-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6746-5p,,,,,,,
RNF40,0.048192771084337394,0.065,0.495,0.384,4,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6805-5p,,,,,,,
GRB2,0.048192771084337394,0.0671,0.509,0.388,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-8073,,,,,,,
LDLR,0.048192771084337394,0.283,0.705,0.675,4,hsa-miR-4532,hsa-miR-1307-3p,hsa-miR-197-5p,hsa-miR-6746-5p,,,,,,,
NAV1,0.048192771084337394,0.0943,0.549,0.436,4,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-1343-3p,,,,,,,
MEF2D,0.048192771084337394,0.171,0.66,0.545,4,hsa-miR-320a,hsa-miR-575,hsa-miR-642b-3p,hsa-miR-4648,,,,,,,
FSCN1,0.048192771084337394,0.0734,0.519,0.4,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-6805-5p,,,,,,,
CASTOR2,0.048192771084337394,0.272,0.7,0.663,4,hsa-miR-4687-5p,hsa-miR-8059,hsa-miR-4525,hsa-miR-6784-5p,,,,,,,
REXO1,0.048192771084337394,0.0756,0.519,0.404,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1203,hsa-miR-92b-5p,,,,,,,
TMEM184B,0.048192771084337394,0.0756,0.519,0.404,4,hsa-miR-3184-5p,hsa-miR-4525,hsa-miR-4706,hsa-miR-6131,,,,,,,
SOCS7,0.048192771084337394,0.221,0.697,0.606,4,hsa-miR-4532,hsa-miR-4648,hsa-miR-4690-5p,hsa-miR-92b-5p,,,,,,,
GDE1,0.048192771084337394,0.521,0.756,0.933,4,hsa-miR-4675,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4276,,,,,,,
PLEKHM1,0.048192771084337394,0.0824,0.532,0.416,4,hsa-miR-4525,hsa-miR-6131,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
TAOK1,0.048192771084337394,0.507,0.752,0.917,4,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-197-5p,hsa-miR-4525,,,,,,,
NF2,0.048192771084337394,0.0847,0.539,0.42,4,hsa-miR-3184-5p,hsa-miR-1228-5p,hsa-miR-4690-5p,hsa-miR-4783-3p,,,,,,,
BAK1,0.048192771084337394,0.0238,0.354,0.279,4,hsa-miR-3940-5p,hsa-miR-6090,hsa-miR-8073,hsa-miR-3184-5p,,,,,,,
TOB2,0.048192771084337394,0.0734,0.519,0.4,4,hsa-miR-320a,hsa-miR-4732-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,
NDOR1,0.048192771084337394,0.00215,0.126,0.141,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-6090,,,,,,,
WARS,0.048192771084337394,0.00322,0.144,0.158,4,hsa-miR-320a,hsa-miR-4675,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,
IFFO2,0.048192771084337394,0.0085,0.239,0.206,4,hsa-miR-320a,hsa-miR-4728-5p,hsa-miR-4648,hsa-miR-92b-5p,,,,,,,
HIST1H2BO,0.048192771084337394,0.000496,0.0617,0.097,4,hsa-miR-92b-5p,hsa-miR-320a,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,
MICAL2,0.048192771084337394,0.0149,0.311,0.242,4,hsa-miR-4730,hsa-miR-197-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
PIAS4,0.048192771084337394,0.00192,0.117,0.137,4,hsa-miR-1307-3p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1203,,,,,,,
CHST12,0.048192771084337394,0.000911,0.0827,0.113,4,hsa-miR-4728-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,
AKT1S1,0.048192771084337394,0.0125,0.311,0.23,4,hsa-miR-4675,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
DNLZ,0.048192771084337394,0.00387,0.159,0.166,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,
DLGAP3,0.048192771084337394,0.0091,0.248,0.21,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4728-5p,,,,,,,
HIST1H3B,0.048192771084337394,0.0091,0.248,0.21,4,hsa-miR-320a,hsa-miR-3940-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,
DNAJC8,0.048192771084337394,0.0186,0.325,0.259,4,hsa-miR-4276,hsa-miR-4690-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,
BICDL1,0.048192771084337394,0.0186,0.325,0.259,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,
PSMD11,0.048192771084337394,0.0176,0.317,0.255,4,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,
HOXA7,0.048192771084337394,0.00501,0.175,0.178,4,hsa-miR-197-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6800-5p,,,,,,,
C22orf39,0.048192771084337394,0.00501,0.175,0.178,4,hsa-miR-6131,hsa-miR-3184-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
PTGES2,0.048192771084337394,0.0167,0.311,0.25,4,hsa-miR-8059,hsa-miR-4532,hsa-miR-4728-5p,hsa-miR-4732-5p,,,,,,,
JADE2,0.048192771084337394,0.0091,0.248,0.21,4,hsa-miR-4525,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-575,,,,,,,
CSK,0.048192771084337394,0.00153,0.103,0.129,4,hsa-miR-1233-5p,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-92b-5p,,,,,,,
PRR12,0.048192771084337394,0.00423,0.169,0.17,4,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,
HIST1H1E,0.048192771084337394,0.00461,0.174,0.174,4,hsa-miR-320a,hsa-miR-3940-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,
CLCN7,0.048192771084337394,0.00135,0.0946,0.125,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-3184-5p,,,,,,,
C10orf55,0.048192771084337394,0.00104,0.0835,0.117,4,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-6746-5p,hsa-miR-6784-5p,,,,,,,
HOXB8,0.048192771084337394,0.00119,0.087,0.121,4,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4687-5p,,,,,,,
SEMA3F,0.048192771084337394,0.00119,0.087,0.121,4,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,
MRPL44,0.048192771084337394,0.0104,0.273,0.218,4,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
CYP2W1,0.048192771084337394,0.0118,0.302,0.226,4,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,
TOMM40,0.048192771084337394,0.0167,0.311,0.25,4,hsa-miR-6131,hsa-miR-8073,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
PBX2,0.048192771084337394,0.00119,0.087,0.121,4,hsa-miR-1203,hsa-miR-3184-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
EVI5L,0.048192771084337394,0.0085,0.239,0.206,4,hsa-miR-3184-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,,,,,,,
THSD4,0.048192771084337394,0.0118,0.302,0.226,4,hsa-miR-4525,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,
DNAH17,0.048192771084337394,0.0085,0.239,0.206,4,hsa-miR-4728-5p,hsa-miR-8073,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,
C10orf95,0.048192771084337394,3.8e-05,0.0226,0.0525,4,hsa-miR-4787-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
POU3F1,0.048192771084337394,0.00322,0.144,0.158,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4787-5p,hsa-miR-4532,,,,,,,
TRIM44,0.048192771084337394,0.0206,0.337,0.267,4,hsa-miR-1343-3p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,
SOX12,0.048192771084337394,0.00322,0.144,0.158,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,
CASZ1,0.048192771084337394,0.00322,0.144,0.158,4,hsa-miR-4728-5p,hsa-miR-4706,hsa-miR-3184-5p,hsa-miR-6784-5p,,,,,,,
MPP2,0.048192771084337394,0.0206,0.337,0.267,4,hsa-miR-642b-3p,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
SPSB1,0.048192771084337394,0.00543,0.185,0.182,4,hsa-miR-1233-5p,hsa-miR-4787-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
HIST1H2BL,0.048192771084337394,0.000121,0.0373,0.0687,4,hsa-miR-320a,hsa-miR-3940-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,
ADRM1,0.048192771084337394,0.00737,0.227,0.198,4,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
OTUB1,0.048192771084337394,0.00543,0.185,0.182,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-6805-5p,,,,,,,
PRELP,0.048192771084337394,0.00322,0.144,0.158,4,hsa-miR-6805-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,,,,,,,
RNASEK,0.048192771084337394,1.79e-05,0.0226,0.0444,4,hsa-miR-92b-5p,hsa-miR-6766-5p,hsa-miR-4648,hsa-miR-6756-5p,,,,,,,
RHOF,0.048192771084337394,0.0125,0.311,0.23,4,hsa-miR-4728-5p,hsa-miR-6131,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
AFG1L,0.048192771084337394,2.66e-05,0.0226,0.0485,4,hsa-miR-1228-5p,hsa-miR-4730,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,
MAPKAPK2,0.048192771084337394,0.00792,0.236,0.202,4,hsa-miR-1233-5p,hsa-miR-6090,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
ARPC3,0.048192771084337394,0.00322,0.144,0.158,4,hsa-miR-6766-5p,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,
IDE,0.048192771084337394,0.00792,0.236,0.202,4,hsa-miR-6131,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
TRAF6,0.03614457831325302,0.105,0.568,0.382,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
PISD,0.03614457831325302,0.112,0.583,0.393,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-8059,,,,,,,,
PPP1R9B,0.03614457831325302,0.112,0.583,0.393,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
PHYKPL,0.03614457831325302,0.00318,0.144,0.102,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-197-5p,,,,,,,,
THRA,0.03614457831325302,0.105,0.568,0.382,3,hsa-miR-4728-5p,hsa-miR-4675,hsa-miR-6805-5p,,,,,,,,
SPATA5,0.03614457831325302,0.134,0.613,0.426,3,hsa-miR-4728-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
HPCAL1,0.03614457831325302,0.0224,0.351,0.205,3,hsa-miR-6746-5p,hsa-miR-6784-5p,hsa-miR-4532,,,,,,,,
UBE2Z,0.03614457831325302,0.134,0.613,0.426,3,hsa-miR-1238-5p,hsa-miR-4525,hsa-miR-4758-5p,,,,,,,,
MRI1,0.03614457831325302,0.126,0.605,0.415,3,hsa-miR-4730,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,,,
COX18,0.03614457831325302,0.13,0.609,0.42,3,hsa-miR-642b-3p,hsa-miR-4728-5p,hsa-miR-6800-5p,,,,,,,,
SLC7A1,0.03614457831325302,0.13,0.609,0.42,3,hsa-miR-4675,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
ZNF329,0.03614457831325302,0.123,0.597,0.409,3,hsa-miR-575,hsa-miR-1228-5p,hsa-miR-4728-5p,,,,,,,,
NUFIP2,0.03614457831325302,0.917,0.924,1.78,3,hsa-miR-4276,hsa-miR-4732-5p,hsa-miR-197-5p,,,,,,,,
NSD1,0.03614457831325302,0.126,0.605,0.415,3,hsa-miR-1238-5p,hsa-miR-4758-5p,hsa-miR-3184-5p,,,,,,,,
ZNF70,0.03614457831325302,0.41,0.73,0.77,3,hsa-miR-4728-5p,hsa-miR-6131,hsa-miR-8073,,,,,,,,
IGFBP5,0.03614457831325302,0.414,0.73,0.776,3,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-197-5p,,,,,,,,
TRIM72,0.03614457831325302,0.441,0.733,0.808,3,hsa-miR-1307-3p,hsa-miR-4532,hsa-miR-4728-5p,,,,,,,,
LAD1,0.03614457831325302,0.0037,0.153,0.108,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-6090,,,,,,,,
TRPM7,0.03614457831325302,0.123,0.597,0.409,3,hsa-miR-3940-5p,hsa-miR-6746-5p,hsa-miR-6131,,,,,,,,
GRK2,0.03614457831325302,0.13,0.609,0.42,3,hsa-miR-1233-5p,hsa-miR-642b-3p,hsa-miR-575,,,,,,,,
C10orf76,0.03614457831325302,0.13,0.609,0.42,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
TFAP4,0.03614457831325302,0.123,0.597,0.409,3,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
TOLLIP,0.03614457831325302,0.0037,0.153,0.108,3,hsa-miR-1203,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,
RAD51,0.03614457831325302,0.427,0.732,0.792,3,hsa-miR-4728-5p,hsa-miR-575,hsa-miR-6746-5p,,,,,,,,
IFNLR1,0.03614457831325302,0.445,0.733,0.813,3,hsa-miR-197-5p,hsa-miR-6090,hsa-miR-575,,,,,,,,
FKBP8,0.03614457831325302,0.126,0.605,0.415,3,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6090,,,,,,,,
CENPO,0.03614457831325302,0.0224,0.351,0.205,3,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
ATP1B4,0.03614457831325302,0.109,0.568,0.388,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
LONRF2,0.03614457831325302,0.102,0.568,0.377,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
DIAPH1,0.03614457831325302,0.0829,0.532,0.345,3,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4690-5p,,,,,,,,
KLLN,0.03614457831325302,0.0922,0.544,0.361,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
FN3K,0.03614457831325302,0.0922,0.544,0.361,3,hsa-miR-4787-5p,hsa-miR-4525,hsa-miR-92b-5p,,,,,,,,
KIAA1551,0.03614457831325302,0.501,0.752,0.883,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4728-5p,,,,,,,,
CRTAP,0.03614457831325302,0.0922,0.544,0.361,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
QSOX2,0.03614457831325302,0.0859,0.543,0.35,3,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6805-5p,,,,,,,,
HIVEP3,0.03614457831325302,0.0859,0.543,0.35,3,hsa-miR-92b-5p,hsa-miR-6090,hsa-miR-4687-5p,,,,,,,,
CRLF3,0.03614457831325302,0.0859,0.543,0.35,3,hsa-miR-887-3p,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,
CBX8,0.03614457831325302,0.0859,0.543,0.35,3,hsa-miR-1203,hsa-miR-3184-5p,hsa-miR-4787-5p,,,,,,,,
SLC2A4RG,0.03614457831325302,0.00555,0.185,0.124,3,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
TM6SF2,0.03614457831325302,0.00555,0.185,0.124,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
LLGL1,0.03614457831325302,0.102,0.568,0.377,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
CAPN6,0.03614457831325302,0.00705,0.219,0.135,3,hsa-miR-6802-5p,hsa-miR-6800-5p,hsa-miR-4687-5p,,,,,,,,
PGAP1,0.03614457831325302,0.00705,0.219,0.135,3,hsa-miR-575,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
ZCCHC8,0.03614457831325302,0.0799,0.52,0.339,3,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,
TRIM13,0.03614457831325302,0.0799,0.52,0.339,3,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4728-5p,,,,,,,,
NQO2,0.03614457831325302,0.0799,0.52,0.339,3,hsa-miR-320a,hsa-miR-1307-3p,hsa-miR-4532,,,,,,,,
MTSS1L,0.03614457831325302,0.0799,0.52,0.339,3,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
MDK,0.03614457831325302,0.0799,0.52,0.339,3,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
INMT,0.03614457831325302,0.0799,0.52,0.339,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
ULK1,0.03614457831325302,0.074,0.519,0.329,3,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
MTRF1L,0.03614457831325302,0.089,0.544,0.356,3,hsa-miR-6802-5p,hsa-miR-3184-5p,hsa-miR-1343-3p,,,,,,,,
PEA15,0.03614457831325302,0.0922,0.544,0.361,3,hsa-miR-197-5p,hsa-miR-3184-5p,hsa-miR-3940-5p,,,,,,,,
PLCG2,0.03614457831325302,0.089,0.544,0.356,3,hsa-miR-4728-5p,hsa-miR-6746-5p,hsa-miR-575,,,,,,,,
PTGR2,0.03614457831325302,0.089,0.544,0.356,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6746-5p,,,,,,,,
KLHDC8A,0.03614457831325302,0.109,0.568,0.388,3,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
NUBP1,0.03614457831325302,0.00488,0.174,0.119,3,hsa-miR-4732-5p,hsa-miR-6131,hsa-miR-1203,,,,,,,,
RNF11,0.03614457831325302,0.449,0.737,0.819,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1307-3p,,,,,,,,
RPS6KA1,0.03614457831325302,0.00488,0.174,0.119,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-320a,,,,,,,,
CD44,0.03614457831325302,0.102,0.568,0.377,3,hsa-miR-320a,hsa-miR-197-5p,hsa-miR-4728-5p,,,,,,,,
ZBTB7A,0.03614457831325302,0.458,0.741,0.83,3,hsa-miR-4525,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
USP22,0.03614457831325302,0.134,0.613,0.426,3,hsa-miR-320a,hsa-miR-642b-3p,hsa-miR-4728-5p,,,,,,,,
ARL5C,0.03614457831325302,0.102,0.568,0.377,3,hsa-miR-1203,hsa-miR-6805-5p,hsa-miR-4728-5p,,,,,,,,
TTC9C,0.03614457831325302,0.0987,0.561,0.372,3,hsa-miR-6090,hsa-miR-4728-5p,hsa-miR-4532,,,,,,,,
PRR13,0.03614457831325302,0.0987,0.561,0.372,3,hsa-miR-6131,hsa-miR-8073,hsa-miR-4728-5p,,,,,,,,
PRRG4,0.03614457831325302,0.471,0.743,0.846,3,hsa-miR-4687-5p,hsa-miR-197-5p,hsa-miR-4728-5p,,,,,,,,
ERC1,0.03614457831325302,0.0987,0.561,0.372,3,hsa-miR-320a,hsa-miR-6805-5p,hsa-miR-1307-3p,,,,,,,,
MARK2,0.03614457831325302,0.0954,0.553,0.366,3,hsa-miR-320a,hsa-miR-6805-5p,hsa-miR-4728-5p,,,,,,,,
CSNK1E,0.03614457831325302,0.0954,0.553,0.366,3,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-1343-3p,,,,,,,,
GPR20,0.03614457831325302,0.00555,0.185,0.124,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,,
