Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
GEMIN4,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-7854-3p,,,,,,
OPHN1,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-6847-3p,,,,,,
PEX5L,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-4282,,,,,,
ZBTB7A,0.017857142857142905,0.821,0.827,1.66,1,hsa-miR-371b-5p,,,,,,
SLC30A6,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-4524b-5p,,,,,,
PKM,0.017857142857142905,0.833,0.839,1.72,1,hsa-miR-4741,,,,,,
ZADH2,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-7703,,,,,,
PGM3,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-7703,,,,,,
SV2B,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-3130-3p,,,,,,
TAGLN2,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-1253,,,,,,
TPD52,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-4282,,,,,,
RAD23B,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-371b-5p,,,,,,
TMEM169,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-6847-3p,,,,,,
UQCRFS1,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-7703,,,,,,
TMLHE,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-660-5p,,,,,,
SH3BGRL,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-548h-5p,,,,,,
NME6,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-4722-3p,,,,,,
FAM117B,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-371b-5p,,,,,,
VASP,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4282,,,,,,
ZC3H12C,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-5585-3p,,,,,,
MAP7,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-371b-5p,,,,,,
OIP5,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-449c-3p,,,,,,
NUDT16,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-371b-5p,,,,,,
LIN7C,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-7854-3p,,,,,,
SEPT14,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4722-3p,,,,,,
C11orf74,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-371b-5p,,,,,,
C1D,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-4749-5p,,,,,,
PI4K2B,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-4524b-5p,,,,,,
PABPC1L2A,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-7703,,,,,,
SUZ12,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-371b-5p,,,,,,
SLC25A37,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-4722-3p,,,,,,
SLC5A6,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-7854-3p,,,,,,
SPC24,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-371b-5p,,,,,,
PDLIM3,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-6829-3p,,,,,,
IPMK,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-548h-5p,,,,,,
PDCL3,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-7703,,,,,,
SPN,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-6829-3p,,,,,,
MORN4,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-6722-3p,,,,,,
PHKA1,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-4524b-5p,,,,,,
SSH2,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4722-3p,,,,,,
REL,0.017857142857142905,0.819,0.825,1.65,1,hsa-miR-4524b-5p,,,,,,
FIG4,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-4722-3p,,,,,,
SH3BP2,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-6847-3p,,,,,,
STEAP2,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-7703,,,,,,
OSTF1,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-371b-5p,,,,,,
RNF165,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-4722-3p,,,,,,
PRR11,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-371b-5p,,,,,,
PCGF5,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-548h-5p,,,,,,
SUGP1,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-371b-5p,,,,,,
RSBN1,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-548h-5p,,,,,,
VCL,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-6722-3p,,,,,,
TRIM72,0.017857142857142905,0.812,0.819,1.62,1,hsa-miR-4722-3p,,,,,,
PLXNA1,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-6722-3p,,,,,,
ZBTB44,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-4524b-5p,,,,,,
RPS19,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-7703,,,,,,
SESTD1,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-4524b-5p,,,,,,
MYH14,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-412-3p,,,,,,
ABCF2,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-218-2-3p,,,,,,
ZMIZ2,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-4741,,,,,,
KBTBD12,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-4741,,,,,,
PDK3,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-7703,,,,,,
ZC3H12B,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-7703,,,,,,
SLC31A1,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-4722-3p,,,,,,
YWHAH,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-660-5p,,,,,,
SC5D,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-7703,,,,,,
ZNF780A,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-1229-3p,,,,,,
HNRNPAB,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4282,,,,,,
EPHA2,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-1227-5p,,,,,,
HLA-B,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-4741,,,,,,
GNG12,0.017857142857142905,0.464,0.616,0.614,1,hsa-miR-218-2-3p,,,,,,
ZSCAN2,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-6829-3p,,,,,,
ROBO1,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-218-2-3p,,,,,,
SOCS7,0.017857142857142905,0.812,0.819,1.62,1,hsa-miR-6722-3p,,,,,,
UQCRB,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-371b-5p,,,,,,
ARSE,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-4722-3p,,,,,,
LDB1,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-6722-3p,,,,,,
LRIG3,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4282,,,,,,
ATP6V0A2,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-3130-3p,,,,,,
NETO2,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-1229-3p,,,,,,
FAAP24,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-6802-3p,,,,,,
VPS18,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-7854-3p,,,,,,
REEP5,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-1229-3p,,,,,,
XKR9,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-548h-5p,,,,,,
CHIC1,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-4282,,,,,,
ZER1,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-6769b-5p,,,,,,
DDX52,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-7703,,,,,,
MPZL1,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-548h-5p,,,,,,
ZNF260,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-412-3p,,,,,,
MAT1A,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-5591-5p,,,,,,
MAP3K7,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-4524b-5p,,,,,,
FNBP1L,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-7703,,,,,,
ZNF34,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-371b-5p,,,,,,
ZNF548,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-5585-3p,,,,,,
EVC,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-7703,,,,,,
FOPNL,0.017857142857142905,0.47,0.619,0.625,1,hsa-miR-7703,,,,,,
CYP2W1,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-134-3p,,,,,,
C8orf33,0.017857142857142905,0.458,0.614,0.603,1,hsa-miR-1253,,,,,,
RPL37A,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-371b-5p,,,,,,
MTF1,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-371b-5p,,,,,,
AGO4,0.017857142857142905,0.452,0.612,0.593,1,hsa-miR-4722-3p,,,,,,
ARL5A,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7703,,,,,,
ZSCAN16,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-6829-3p,,,,,,
SHOC2,0.017857142857142905,0.859,0.863,1.89,1,hsa-miR-7703,,,,,,
GALNT6,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-4722-3p,,,,,,
EPB41,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-7703,,,,,,
EIF4EBP1,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-7703,,,,,,
EIF1,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-660-5p,,,,,,
DLGAP3,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-4524b-5p,,,,,,
ABHD17B,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7703,,,,,,
PURB,0.017857142857142905,0.864,0.868,1.92,1,hsa-miR-4722-3p,,,,,,
DGKH,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-4282,,,,,,
CYTH2,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-7703,,,,,,
COLGALT1,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-1227-5p,,,,,,
COIL,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-1229-3p,,,,,,
CARHSP1,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-371b-5p,,,,,,
DEPDC1,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-4282,,,,,,
ASGR2,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-4741,,,,,,
C1GALT1C1,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-7703,,,,,,
CCND2,0.017857142857142905,0.866,0.869,1.93,1,hsa-miR-4524b-5p,,,,,,
ASXL2,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-5591-5p,,,,,,
C6orf106,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7151-5p,,,,,,
MAPKAPK5,0.017857142857142905,0.866,0.869,1.93,1,hsa-miR-7854-3p,,,,,,
C15orf38-AP3S2,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-7703,,,,,,
BCL2L12,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-4524b-5p,,,,,,
ATAD5,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-4524b-5p,,,,,,
CCDC127,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7151-5p,,,,,,
ARID3A,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-6722-3p,,,,,,
ARHGAP31,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-4749-5p,,,,,,
AP3S2,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-7703,,,,,,
ZNF774,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-1253,,,,,,
GCNT3,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-7703,,,,,,
GRIN2A,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-371b-5p,,,,,,
ZNF43,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-7703,,,,,,
LSG1,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-6829-3p,,,,,,
MAP4K2,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-4524b-5p,,,,,,
MTRNR2L11,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-6802-3p,,,,,,
MTMR6,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-548h-5p,,,,,,
MIXL1,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-3130-3p,,,,,,
NFKBID,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-371b-5p,,,,,,
MCUR1,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-1229-3p,,,,,,
MAP2K1,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-548h-5p,,,,,,
MKNK2,0.017857142857142905,0.889,0.89,2.1,1,hsa-miR-4749-5p,,,,,,
NLK,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-1253,,,,,,
NR1H2,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-7854-3p,,,,,,
POLR3G,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-6829-3p,,,,,,
LIMK1,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-6722-3p,,,,,,
KIAA1210,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-7703,,,,,,
RCAN1,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-7151-5p,,,,,,
JPH2,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-6829-3p,,,,,,
SLC9A7,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-7703,,,,,,
TPM3,0.017857142857142905,0.846,0.85,1.8,1,hsa-miR-4282,,,,,,
CRK,0.017857142857142905,0.848,0.851,1.81,1,hsa-miR-4524b-5p,,,,,,
INHBA,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-548h-5p,,,,,,
HOXA3,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-6722-3p,,,,,,
SMARCA5,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-7703,,,,,,
HECTD3,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-6847-3p,,,,,,
HCFC2,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-4524b-5p,,,,,,
TMEM216,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-6847-3p,,,,,,
SOX4,0.017857142857142905,0.848,0.851,1.81,1,hsa-miR-1253,,,,,,
H2AFX,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-4749-5p,,,,,,
DDB1,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-548h-5p,,,,,,
ACOT2,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-6829-3p,,,,,,
UEVLD,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-4282,,,,,,
UBC,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-7703,,,,,,
SOX11,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7854-3p,,,,,,
SPTBN2,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-4741,,,,,,
DPP9,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4722-3p,,,,,,
STK17B,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-371b-5p,,,,,,
CENPQ,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4282,,,,,,
C6orf223,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-6769b-5p,,,,,,
UBN2,0.017857142857142905,0.872,0.874,1.97,1,hsa-miR-4524b-5p,,,,,,
AQP3,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-548h-5p,,,,,,
ZSCAN25,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-4741,,,,,,
ZNF286B,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-7703,,,,,,
ADRM1,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-7854-3p,,,,,,
ZBTB39,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-4741,,,,,,
AHSA2,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-7703,,,,,,
TMOD2,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-412-3p,,,,,,
EIF2AK2,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-4282,,,,,,
UBXN2A,0.017857142857142905,0.87,0.873,1.96,1,hsa-miR-7703,,,,,,
THEM4,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-6829-3p,,,,,,
SRGAP1,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-6722-3p,,,,,,
FUT1,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-7703,,,,,,
RGS5,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-4749-5p,,,,,,
GNAI2,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-4749-5p,,,,,,
GON7,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-7703,,,,,,
PTGES3L,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-6769b-5p,,,,,,
HES6,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-6722-3p,,,,,,
PPP1CC,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-1253,,,,,,
IKZF5,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-548h-5p,,,,,,
KCNH2,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-1253,,,,,,
PPIL1,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-218-2-3p,,,,,,
DTWD2,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-6829-3p,,,,,,
GNB5,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4722-3p,,,,,,
GRB10,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-1253,,,,,,
SLC30A5,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-4722-3p,,,,,,
ABHD5,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-548h-5p,,,,,,
ABCC6,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-6769b-5p,,,,,,
EIF2S1,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-4282,,,,,,
ZNF83,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-218-2-3p,,,,,,
ZNF17,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-6847-3p,,,,,,
WFDC6,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4722-3p,,,,,,
VMP1,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4282,,,,,,
USP48,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4524b-5p,,,,,,
TAB1,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-6829-3p,,,,,,
SNAP29,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-6829-3p,,,,,,
SLAIN2,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-7703,,,,,,
SCIMP,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-5587-5p,,,,,,
TNRC6A,0.017857142857142905,0.879,0.881,2.03,1,hsa-miR-371b-5p,,,,,,
ELOVL5,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-1227-5p,,,,,,
MFSD2A,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7703,,,,,,
PPM1A,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4524b-5p,,,,,,
PNMA2,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-7854-3p,,,,,,
NXN,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-371b-5p,,,,,,
NUDT21,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-5585-3p,,,,,,
MTRNR2L1,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-3130-3p,,,,,,
MCM9,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-371b-5p,,,,,,
NIP7,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-371b-5p,,,,,,
PIGW,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-218-2-3p,,,,,,
PRPS1,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-7703,,,,,,
LACTB,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-4722-3p,,,,,,
IL2RA,0.017857142857142905,0.421,0.608,0.539,1,hsa-miR-412-3p,,,,,,
RPS6KA3,0.017857142857142905,0.408,0.603,0.517,1,hsa-miR-1253,,,,,,
DNAJC10,0.017857142857142905,0.891,0.892,2.12,1,hsa-miR-4524b-5p,,,,,,
NAP1L1,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-660-5p,,,,,,
NGFR,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-6722-3p,,,,,,
CDK9,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4282,,,,,,
PDIK1L,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-412-3p,,,,,,
GOLGA8B,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4282,,,,,,
GDNF,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4282,,,,,,
PRRC1,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-548h-5p,,,,,,
EMCN,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-371b-5p,,,,,,
ELL2,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-218-2-3p,,,,,,
ELK1,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4741,,,,,,
CHRM3,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-371b-5p,,,,,,
YY1,0.017857142857142905,0.835,0.84,1.73,1,hsa-miR-4722-3p,,,,,,
RAB7A,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6847-3p,,,,,,
SF3B3,0.017857142857142905,0.839,0.843,1.76,1,hsa-miR-6769b-5p,,,,,,
CEBPB,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-371b-5p,,,,,,
RAP1A,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-412-3p,,,,,,
CD209,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-7703,,,,,,
P4HB,0.017857142857142905,0.434,0.609,0.56,1,hsa-miR-7854-3p,,,,,,
CA8,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4524b-5p,,,,,,
BTBD9,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-6829-3p,,,,,,
RCOR1,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-4282,,,,,,
SCYL3,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-371b-5p,,,,,,
SGSM2,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-371b-5p,,,,,,
ZNF555,0.017857142857142905,0.44,0.611,0.571,1,hsa-miR-7703,,,,,,
ZNF28,0.017857142857142905,0.44,0.611,0.571,1,hsa-miR-6769b-5p,,,,,,
PABPC1,0.017857142857142905,0.415,0.606,0.528,1,hsa-miR-449c-3p,,,,,,
SOGA3,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-4722-3p,,,,,,
ZFP36,0.017857142857142905,0.44,0.611,0.571,1,hsa-miR-6829-3p,,,,,,
SPATS2L,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-7703,,,,,,
TMEM184A,0.017857142857142905,0.44,0.611,0.571,1,hsa-miR-134-3p,,,,,,
SRP19,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6847-3p,,,,,,
GTF2H2C,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4722-3p,,,,,,
HOXC4,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-6722-3p,,,,,,
MYH11,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-660-5p,,,,,,
ISG20L2,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4722-3p,,,,,,
UTP15,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-4524b-5p,,,,,,
VPS37C,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-1253,,,,,,
ZNF367,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-4524b-5p,,,,,,
ZNF529,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-134-3p,,,,,,
ZNF730,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-7703,,,,,,
TIPIN,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-7703,,,,,,
TECPR1,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-371b-5p,,,,,,
SPIN4,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4282,,,,,,
ZNF766,0.017857142857142905,0.388,0.596,0.485,1,hsa-miR-7703,,,,,,
ADA2,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-7703,,,,,,
SLC39A11,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4741,,,,,,
RETREG2,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-6769b-5p,,,,,,
ARAP2,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6847-3p,,,,,,
ARHGAP35,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6774-3p,,,,,,
BBS10,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-548h-5p,,,,,,
PRLR,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-5585-3p,,,,,,
PHF8,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-1229-3p,,,,,,
C11orf58,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6769b-5p,,,,,,
OSMR,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-3130-3p,,,,,,
CACNA1C,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-5591-5p,,,,,,
CHST1,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-7703,,,,,,
IGF2,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6802-3p,,,,,,
NCR3LG1,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-6722-3p,,,,,,
MSRB2,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-4722-3p,,,,,,
KCNK3,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-6722-3p,,,,,,
MRPS14,0.017857142857142905,0.446,0.612,0.582,1,hsa-miR-412-3p,,,,,,
LEAP2,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-4722-3p,,,,,,
SUPT16H,0.017857142857142905,0.44,0.611,0.571,1,hsa-miR-1253,,,,,,
THRAP3,0.017857142857142905,0.395,0.597,0.496,1,hsa-miR-548h-5p,,,,,,
SMIM15,0.017857142857142905,0.44,0.611,0.571,1,hsa-miR-548h-5p,,,,,,
ZBED1,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-371b-5p,,,,,,
UBE2D1,0.017857142857142905,0.428,0.609,0.549,1,hsa-miR-548h-5p,,,,,,
C6orf141,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-7703,,,,,,
DISC1,0.017857142857142905,0.402,0.599,0.506,1,hsa-miR-4749-5p,,,,,,
HDGF,0.017857142857142905,0.911,0.912,2.31,1,hsa-miR-5591-5p,,,,,,
