"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9"
"OXR1","0.320","0.700","0.381","1","hsa-miR-1224-5p","","","","","","","",""
"PAK1IP1","0.308","0.700","0.364","1","hsa-miR-940","","","","","","","",""
"PAPD7","0.311","0.700","0.563","2","hsa-miR-940","hsa-miR-6793-5p","","","","","","",""
"PARS2","0.332","0.700","0.398","1","hsa-miR-5698","","","","","","","",""
"PAX6","0.344","0.700","0.416","1","hsa-miR-31-3p","","","","","","","",""
"PCDHB16","0.355","0.700","0.433","1","hsa-miR-1227-3p","","","","","","","",""
"PCMT1","0.355","0.700","0.433","1","hsa-miR-646","","","","","","","",""
"PDCL","0.344","0.700","0.416","1","hsa-miR-1470","","","","","","","",""
"PDP2","0.306","0.700","0.646","3","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-940","","","","","",""
"PDS5A","0.377","0.700","0.467","1","hsa-miR-944","","","","","","","",""
"PEA15","0.324","0.700","0.580","2","hsa-miR-17-3p","hsa-miR-6793-5p","","","","","","",""
"PER3","0.344","0.700","0.416","1","hsa-miR-4313","","","","","","","",""
"PGAM5","0.375","0.700","0.649","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"PGGT1B","0.377","0.700","0.467","1","hsa-miR-1185-2-3p","","","","","","","",""
"PHF7","0.331","0.700","0.589","2","hsa-miR-4440","hsa-miR-5572","","","","","","",""
"PHYKPL","0.283","0.700","0.329","1","hsa-miR-7110-5p","","","","","","","",""
"PICALM","0.296","0.700","0.346","1","hsa-miR-17-3p","","","","","","","",""
"PIGR","0.318","0.700","0.571","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"PIK3R1","0.324","0.700","0.580","2","hsa-miR-646","hsa-miR-1202","","","","","","",""
"PIM2","0.308","0.700","0.364","1","hsa-miR-940","","","","","","","",""
"PLCE1","0.350","0.700","0.615","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"PLCG2","0.318","0.700","0.571","2","hsa-miR-6819-5p","hsa-miR-342-5p","","","","","","",""
"PLD3","0.311","0.700","0.563","2","hsa-miR-4472","hsa-miR-7110-5p","","","","","","",""
"PLD5","0.366","0.700","0.450","1","hsa-miR-6730-5p","","","","","","","",""
"PLEKHA1","0.330","0.700","0.675","3","hsa-miR-646","hsa-miR-6780a-5p","hsa-miR-4483","","","","","",""
"PLEKHB2","0.369","0.700","0.641","2","hsa-miR-31-3p","hsa-miR-6780a-5p","","","","","","",""
"PODXL","0.337","0.700","0.597","2","hsa-miR-3652","hsa-miR-4456","","","","","","",""
"POLD3","0.285","0.700","0.528","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"POLG","0.366","0.700","0.450","1","hsa-miR-4443","","","","","","","",""
"POLR1D","0.296","0.700","0.346","1","hsa-miR-17-3p","","","","","","","",""
"POLR1E","0.283","0.700","0.329","1","hsa-miR-940","","","","","","","",""
"POM121","0.283","0.700","0.329","1","hsa-miR-646","","","","","","","",""
"POP7","0.283","0.700","0.329","1","hsa-miR-1290","","","","","","","",""
"POTEG","0.369","0.700","0.721","3","hsa-miR-1227-3p","hsa-miR-5698","hsa-miR-6780a-5p","","","","","",""
"POTEM","0.364","0.700","0.716","3","hsa-miR-1227-3p","hsa-miR-5698","hsa-miR-6780a-5p","","","","","",""
"POU4F1","0.296","0.700","0.346","1","hsa-miR-940","","","","","","","",""
"PPFIA3","0.320","0.700","0.381","1","hsa-miR-5698","","","","","","","",""
"PPIL3","0.332","0.700","0.398","1","hsa-miR-1185-2-3p","","","","","","","",""
"PPM1K","0.356","0.700","0.623","2","hsa-miR-1227-3p","hsa-miR-6776-5p","","","","","","",""
"PPP1R13L","0.366","0.700","0.450","1","hsa-miR-940","","","","","","","",""
"PPP2CA","0.356","0.700","0.623","2","hsa-miR-185-3p","hsa-miR-4489","","","","","","",""
"PPY","0.355","0.700","0.433","1","hsa-miR-6805-3p","","","","","","","",""
"PRAG1","0.366","0.700","0.450","1","hsa-miR-940","","","","","","","",""
"PRDM2","0.355","0.700","0.433","1","hsa-miR-6730-5p","","","","","","","",""
"PRDM4","0.377","0.700","0.467","1","hsa-miR-646","","","","","","","",""
"PRR3","0.355","0.700","0.433","1","hsa-miR-646","","","","","","","",""
"PRSS16","0.320","0.700","0.381","1","hsa-miR-504-3p","","","","","","","",""
"PSMC4","0.366","0.700","0.450","1","hsa-miR-940","","","","","","","",""
"PSMD9","0.332","0.700","0.398","1","hsa-miR-6776-5p","","","","","","","",""
"PTCD1","0.296","0.700","0.346","1","hsa-miR-4685-3p","","","","","","","",""
"PTDSS2","0.305","0.700","0.554","2","hsa-miR-185-3p","hsa-miR-3652","","","","","","",""
"PTPDC1","0.324","0.700","0.580","2","hsa-miR-31-3p","hsa-miR-504-3p","","","","","","",""
"PTPN14","0.326","0.700","0.669","3","hsa-miR-4685-3p","hsa-miR-4443","hsa-miR-940","","","","","",""
"PTPN6","0.344","0.700","0.416","1","hsa-miR-4472","","","","","","","",""
"PURB","0.372","0.700","0.770","4","hsa-miR-320b","hsa-miR-944","hsa-miR-6780a-5p","hsa-miR-940","","","","",""
"PXDN","0.377","0.700","0.467","1","hsa-miR-4685-3p","","","","","","","",""
"QDPR","0.305","0.700","0.554","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"RAB18","0.320","0.700","0.381","1","hsa-miR-31-3p","","","","","","","",""
"RAB2A","0.377","0.700","0.467","1","hsa-miR-7110-5p","","","","","","","",""
"RAB39B","0.296","0.700","0.346","1","hsa-miR-1185-2-3p","","","","","","","",""
"RAB3D","0.377","0.700","0.467","1","hsa-miR-6776-5p","","","","","","","",""
"RAB4A","0.343","0.700","0.606","2","hsa-miR-6730-5p","hsa-miR-6780a-5p","","","","","","",""
"RACGAP1","0.306","0.700","0.646","3","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-5698","","","","","",""
"RAD51B","0.308","0.700","0.364","1","hsa-miR-6780a-5p","","","","","","","",""
"RAD51L3-RFFL","0.377","0.700","0.467","1","hsa-miR-4685-3p","","","","","","","",""
"RAPGEF6","0.283","0.700","0.329","1","hsa-miR-940","","","","","","","",""
"RBBP8","0.296","0.700","0.346","1","hsa-miR-1227-3p","","","","","","","",""
"RDH13","0.298","0.700","0.545","2","hsa-miR-495-5p","hsa-miR-1227-3p","","","","","","",""
"RECK","0.318","0.700","0.571","2","hsa-miR-940","hsa-miR-646","","","","","","",""
"REEP4","0.279","0.700","0.519","2","hsa-miR-6741-5p","hsa-miR-6793-5p","","","","","","",""
"RFLNB","0.366","0.700","0.450","1","hsa-miR-940","","","","","","","",""
"RFT1","0.356","0.700","0.623","2","hsa-miR-6780a-5p","hsa-miR-6076","","","","","","",""
"RIC8A","0.283","0.700","0.329","1","hsa-miR-1227-3p","","","","","","","",""
"RILPL1","0.298","0.700","0.545","2","hsa-miR-1227-3p","hsa-miR-6776-5p","","","","","","",""
"RMI1","0.308","0.700","0.364","1","hsa-miR-4483","","","","","","","",""
"RNF146","0.366","0.700","0.450","1","hsa-miR-4685-3p","","","","","","","",""
"RNF20","0.298","0.700","0.545","2","hsa-miR-940","hsa-miR-4685-3p","","","","","","",""
"RNF24","0.292","0.700","0.537","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"RPL32","0.283","0.700","0.329","1","hsa-miR-6776-5p","","","","","","","",""
"RPL35","0.296","0.700","0.346","1","hsa-miR-6743-3p","","","","","","","",""
"RPS15A","0.362","0.700","0.632","2","hsa-miR-3652","hsa-miR-504-3p","","","","","","",""
"RPS2","0.355","0.700","0.433","1","hsa-miR-940","","","","","","","",""
"RPS7","0.320","0.700","0.381","1","hsa-miR-941","","","","","","","",""
"RRP1B","0.344","0.700","0.416","1","hsa-miR-940","","","","","","","",""
"RRP8","0.355","0.700","0.433","1","hsa-miR-1224-5p","","","","","","","",""
"RRS1","0.320","0.700","0.381","1","hsa-miR-944","","","","","","","",""
"RSRC2","0.308","0.700","0.364","1","hsa-miR-6793-5p","","","","","","","",""
"RTBDN","0.344","0.700","0.416","1","hsa-miR-5698","","","","","","","",""
"RTKN","0.320","0.700","0.381","1","hsa-miR-320b","","","","","","","",""
"RUNX3","0.311","0.700","0.563","2","hsa-miR-7110-5p","hsa-miR-5698","","","","","","",""
"S100A11","0.344","0.700","0.416","1","hsa-miR-6076","","","","","","","",""
"SAA1","0.344","0.700","0.416","1","hsa-miR-7110-5p","","","","","","","",""
"SALL2","0.332","0.700","0.398","1","hsa-miR-5698","","","","","","","",""
"SALL4","0.377","0.700","0.467","1","hsa-miR-6776-5p","","","","","","","",""
"SAMD4B","0.324","0.700","0.580","2","hsa-miR-940","hsa-miR-3652","","","","","","",""
"SAMHD1","0.366","0.700","0.450","1","hsa-miR-1470","","","","","","","",""
"SARS","0.366","0.700","0.450","1","hsa-miR-6741-5p","","","","","","","",""
"SCAMP2","0.350","0.700","0.615","2","hsa-miR-940","hsa-miR-5698","","","","","","",""
"SDCBP","0.296","0.700","0.346","1","hsa-miR-944","","","","","","","",""
"SELENOS","0.332","0.700","0.398","1","hsa-miR-6805-3p","","","","","","","",""
"SEMA4B","0.320","0.700","0.381","1","hsa-miR-940","","","","","","","",""
"SEMA7A","0.298","0.700","0.545","2","hsa-miR-320d","hsa-miR-320b","","","","","","",""
"SEPT4","0.332","0.700","0.398","1","hsa-miR-6805-3p","","","","","","","",""
"SERPINA4","0.355","0.700","0.433","1","hsa-miR-4685-3p","","","","","","","",""
"SETD3","0.308","0.700","0.364","1","hsa-miR-1227-3p","","","","","","","",""
"SETD9","0.377","0.700","0.467","1","hsa-miR-940","","","","","","","",""
"SETDB1","0.332","0.700","0.398","1","hsa-miR-4443","","","","","","","",""
"SF1","0.337","0.700","0.597","2","hsa-miR-17-3p","hsa-miR-6741-5p","","","","","","",""
"SF3B3","0.311","0.700","0.706","4","hsa-miR-4472","hsa-miR-5698","hsa-miR-1185-2-3p","hsa-miR-6780a-5p","","","","",""
"SFN","0.369","0.700","0.641","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"SFT2D2","0.283","0.700","0.713","5","hsa-miR-6076","hsa-miR-185-3p","hsa-miR-4489","hsa-miR-6780a-5p","hsa-miR-940","","","",""
"SHB","0.355","0.700","0.433","1","hsa-miR-1470","","","","","","","",""
"SHH","0.283","0.700","0.329","1","hsa-miR-4313","","","","","","","",""
"SIAH2","0.377","0.700","0.467","1","hsa-miR-6793-5p","","","","","","","",""
"SIGLEC14","0.369","0.700","0.641","2","hsa-miR-6780a-5p","hsa-miR-495-5p","","","","","","",""
"SIPA1","0.366","0.700","0.450","1","hsa-miR-6780a-5p","","","","","","","",""
"SLC12A3","0.283","0.700","0.329","1","hsa-miR-4685-3p","","","","","","","",""
"SLC15A1","0.283","0.700","0.329","1","hsa-miR-940","","","","","","","",""
"SLC16A4","0.285","0.700","0.528","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"SLC25A23","0.344","0.700","0.416","1","hsa-miR-4472","","","","","","","",""
"SLC25A28","0.332","0.700","0.398","1","hsa-miR-4769-5p","","","","","","","",""
"SLC25A53","0.332","0.700","0.398","1","hsa-miR-940","","","","","","","",""
"SLC25A6","0.320","0.700","0.381","1","hsa-miR-940","","","","","","","",""
"SLC2A4RG","0.332","0.700","0.398","1","hsa-miR-5698","","","","","","","",""
"SLC38A2","0.369","0.700","0.641","2","hsa-miR-320d","hsa-miR-320b","","","","","","",""
"SLC38A7","0.311","0.700","0.652","3","hsa-miR-516a-5p","hsa-miR-6741-5p","hsa-miR-6780a-5p","","","","","",""
"SLC38A9","0.369","0.700","0.641","2","hsa-miR-3652","hsa-miR-504-3p","","","","","","",""
"SLC39A10","0.377","0.700","0.467","1","hsa-miR-4685-3p","","","","","","","",""
"SLC39A14","0.320","0.700","0.381","1","hsa-miR-646","","","","","","","",""
"SLC45A4","0.377","0.700","0.467","1","hsa-miR-6805-3p","","","","","","","",""
"SLC7A5","0.317","0.700","0.773","6","hsa-miR-504-3p","hsa-miR-6780a-5p","hsa-miR-185-3p","hsa-miR-4443","hsa-miR-5698","hsa-miR-6877-5p","","",""
"SLC9A3R2","0.377","0.700","0.467","1","hsa-miR-5698","","","","","","","",""
"SLCO4C1","0.377","0.700","0.467","1","hsa-miR-1224-5p","","","","","","","",""
"SLIT3","0.296","0.700","0.346","1","hsa-miR-646","","","","","","","",""
"SLPI","0.366","0.700","0.450","1","hsa-miR-6780a-5p","","","","","","","",""
"SMC4","0.296","0.700","0.346","1","hsa-miR-940","","","","","","","",""
"SMDT1","0.296","0.700","0.346","1","hsa-miR-6730-5p","","","","","","","",""
"SMIM19","0.366","0.700","0.450","1","hsa-miR-495-5p","","","","","","","",""
"SMYD5","0.332","0.700","0.398","1","hsa-miR-6877-5p","","","","","","","",""
"SNRNP48","0.377","0.700","0.467","1","hsa-miR-6730-5p","","","","","","","",""
"SNRPD3","0.282","0.700","0.618","3","hsa-miR-4456","hsa-miR-6780a-5p","hsa-miR-940","","","","","",""
"SPARC","0.308","0.700","0.364","1","hsa-miR-646","","","","","","","",""
"SQSTM1","0.377","0.700","0.467","1","hsa-miR-646","","","","","","","",""
"SRD5A1","0.279","0.700","0.519","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"STAMBPL1","0.344","0.700","0.416","1","hsa-miR-941","","","","","","","",""
"STARD3","0.366","0.700","0.450","1","hsa-miR-940","","","","","","","",""
"STK32A","0.332","0.700","0.398","1","hsa-miR-6776-5p","","","","","","","",""
"STK38","0.318","0.700","0.571","2","hsa-miR-5698","hsa-miR-6780a-5p","","","","","","",""
"STK4","0.307","0.700","0.701","4","hsa-miR-6780a-5p","hsa-miR-4769-5p","hsa-miR-5698","hsa-miR-6730-5p","","","","",""
"STRIP2","0.356","0.700","0.623","2","hsa-miR-944","hsa-miR-6780a-5p","","","","","","",""
"STX17","0.332","0.700","0.398","1","hsa-miR-4313","","","","","","","",""
"STX7","0.356","0.700","0.623","2","hsa-miR-940","hsa-miR-1185-2-3p","","","","","","",""
"STYX","0.324","0.700","0.580","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"SYT15","0.332","0.700","0.398","1","hsa-miR-940","","","","","","","",""
"TAOK1","0.357","0.700","0.786","5","hsa-miR-646","hsa-miR-6741-5p","hsa-miR-4483","hsa-miR-1290","hsa-miR-5698","","","",""
"TAX1BP1","0.308","0.700","0.364","1","hsa-miR-6076","","","","","","","",""
"TBC1D28","0.320","0.700","0.381","1","hsa-miR-4472","","","","","","","",""
"TBC1D8","0.283","0.700","0.329","1","hsa-miR-4685-3p","","","","","","","",""
"TBCK","0.344","0.700","0.416","1","hsa-miR-6741-5p","","","","","","","",""
"TBRG4","0.377","0.700","0.467","1","hsa-miR-6805-3p","","","","","","","",""
"TBX20","0.377","0.700","0.467","1","hsa-miR-940","","","","","","","",""
"TCEA3","0.344","0.700","0.416","1","hsa-miR-940","","","","","","","",""
"TECPR2","0.337","0.700","0.597","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"TENM4","0.355","0.700","0.433","1","hsa-miR-1470","","","","","","","",""
"TFAP2A","0.292","0.700","0.537","2","hsa-miR-646","hsa-miR-4685-3p","","","","","","",""
"TFIP11","0.377","0.700","0.467","1","hsa-miR-6780a-5p","","","","","","","",""
"TFRC","0.324","0.700","0.580","2","hsa-miR-1227-3p","hsa-miR-17-3p","","","","","","",""
"THRA","0.350","0.700","0.615","2","hsa-miR-5698","hsa-miR-185-3p","","","","","","",""
"TIFA","0.366","0.700","0.450","1","hsa-miR-940","","","","","","","",""
"TIMELESS","0.279","0.700","0.519","2","hsa-miR-320b","hsa-miR-940","","","","","","",""
"TLL1","0.308","0.700","0.364","1","hsa-miR-646","","","","","","","",""
"TM4SF1","0.343","0.700","0.606","2","hsa-miR-495-5p","hsa-miR-4483","","","","","","",""
"TMEM168","0.332","0.700","0.398","1","hsa-miR-5698","","","","","","","",""
"TMEM30B","0.305","0.700","0.554","2","hsa-miR-1224-5p","hsa-miR-6741-5p","","","","","","",""
"TNFAIP2","0.344","0.700","0.416","1","hsa-miR-940","","","","","","","",""
"TNPO3","0.318","0.700","0.571","2","hsa-miR-6776-5p","hsa-miR-940","","","","","","",""
"TNRC6C","0.343","0.700","0.606","2","hsa-miR-320b","hsa-miR-320d","","","","","","",""
"TOM1L2","0.366","0.700","0.450","1","hsa-miR-4313","","","","","","","",""
"TOR1B","0.331","0.700","0.589","2","hsa-miR-1224-5p","hsa-miR-5100","","","","","","",""
"TRIM16L","0.344","0.700","0.416","1","hsa-miR-6776-5p","","","","","","","",""
"TRIM28","0.311","0.700","0.563","2","hsa-miR-6819-5p","hsa-miR-342-5p","","","","","","",""
"TRIM44","0.318","0.700","0.571","2","hsa-miR-7110-5p","hsa-miR-5698","","","","","","",""
"TRIM73","0.355","0.700","0.433","1","hsa-miR-940","","","","","","","",""
"TRIM74","0.355","0.700","0.433","1","hsa-miR-940","","","","","","","",""
"TRIOBP","0.356","0.700","0.623","2","hsa-miR-6741-5p","hsa-miR-4443","","","","","","",""
"TRIP13","0.377","0.700","0.467","1","hsa-miR-5698","","","","","","","",""
"TSPAN2","0.344","0.700","0.416","1","hsa-miR-1185-2-3p","","","","","","","",""
"TTL","0.318","0.700","0.571","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"TTLL9","0.332","0.700","0.398","1","hsa-miR-6780a-5p","","","","","","","",""
"TXLNB","0.377","0.700","0.467","1","hsa-miR-4685-3p","","","","","","","",""
"TXNIP","0.360","0.700","0.790","5","hsa-miR-4443","hsa-miR-17-3p","hsa-miR-6805-3p","hsa-miR-1202","hsa-miR-31-3p","","","",""
"UBALD1","0.355","0.700","0.433","1","hsa-miR-7110-5p","","","","","","","",""
"UBALD2","0.344","0.700","0.416","1","hsa-miR-4313","","","","","","","",""
"UBE2B","0.356","0.700","0.623","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"UBQLN1","0.344","0.700","0.416","1","hsa-miR-6076","","","","","","","",""
"UBXN2B","0.292","0.700","0.629","3","hsa-miR-5100","hsa-miR-6780a-5p","hsa-miR-940","","","","","",""
"UNC13D","0.320","0.700","0.381","1","hsa-miR-4685-3p","","","","","","","",""
"UNG","0.377","0.700","0.467","1","hsa-miR-6076","","","","","","","",""
"USP12","0.377","0.700","0.467","1","hsa-miR-4472","","","","","","","",""
"USP36","0.344","0.700","0.416","1","hsa-miR-342-5p","","","","","","","",""
"UTRN","0.296","0.700","0.346","1","hsa-miR-4313","","","","","","","",""
"VEGFA","0.374","0.700","0.727","3","hsa-miR-646","hsa-miR-6793-5p","hsa-miR-4483","","","","","",""
"VPS26B","0.344","0.700","0.416","1","hsa-miR-6793-5p","","","","","","","",""
"VPS4B","0.366","0.700","0.450","1","hsa-miR-6730-5p","","","","","","","",""
"VPS8","0.305","0.700","0.554","2","hsa-miR-6741-5p","hsa-miR-6805-3p","","","","","","",""
"VTI1A","0.283","0.700","0.329","1","hsa-miR-4685-3p","","","","","","","",""
"WDFY2","0.355","0.700","0.433","1","hsa-miR-5100","","","","","","","",""
"WDPCP","0.320","0.700","0.381","1","hsa-miR-1470","","","","","","","",""
"WDR59","0.344","0.700","0.416","1","hsa-miR-17-3p","","","","","","","",""
"WNK1","0.297","0.700","0.635","3","hsa-miR-1185-2-3p","hsa-miR-6076","hsa-miR-944","","","","","",""
"WNK2","0.344","0.700","0.416","1","hsa-miR-4769-5p","","","","","","","",""
"WNK3","0.362","0.700","0.632","2","hsa-miR-6076","hsa-miR-646","","","","","","",""
"WNT9A","0.283","0.700","0.329","1","hsa-miR-1202","","","","","","","",""
"WNT9B","0.344","0.700","0.416","1","hsa-miR-5698","","","","","","","",""
"WWC1","0.298","0.700","0.545","2","hsa-miR-5698","hsa-miR-504-3p","","","","","","",""
"XKR6","0.332","0.700","0.398","1","hsa-miR-504-3p","","","","","","","",""
"XPO1","0.296","0.700","0.346","1","hsa-miR-17-3p","","","","","","","",""
"XPR1","0.355","0.700","0.433","1","hsa-miR-320b","","","","","","","",""
"YIPF5","0.366","0.700","0.450","1","hsa-miR-5698","","","","","","","",""
"YIPF6","0.343","0.700","0.606","2","hsa-miR-320b","hsa-miR-320d","","","","","","",""
"YWHAZ","0.304","0.700","0.734","5","hsa-miR-944","hsa-miR-940","hsa-miR-17-3p","hsa-miR-4769-5p","hsa-miR-6780a-5p","","","",""
"ZBED3","0.324","0.700","0.580","2","hsa-miR-3652","hsa-miR-6776-5p","","","","","","",""
"ZBED9","0.296","0.700","0.346","1","hsa-miR-6780a-5p","","","","","","","",""
"ZC3H8","0.344","0.700","0.416","1","hsa-miR-940","","","","","","","",""
"ZDHHC16","0.332","0.700","0.398","1","hsa-miR-4685-3p","","","","","","","",""
"ZDHHC8","0.308","0.700","0.364","1","hsa-miR-4313","","","","","","","",""
"ZDHHC9","0.344","0.700","0.416","1","hsa-miR-4443","","","","","","","",""
"ZFAND3","0.320","0.700","0.381","1","hsa-miR-6730-5p","","","","","","","",""
"ZFHX4","0.377","0.700","0.467","1","hsa-miR-646","","","","","","","",""
"ZFP30","0.356","0.700","0.623","2","hsa-miR-7110-5p","hsa-miR-646","","","","","","",""
"ZNF121","0.283","0.700","0.329","1","hsa-miR-944","","","","","","","",""
"ZNF124","0.337","0.700","0.597","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"ZNF131","0.355","0.700","0.433","1","hsa-miR-1290","","","","","","","",""
"ZNF24","0.292","0.700","0.537","2","hsa-miR-3652","hsa-miR-940","","","","","","",""
"ZNF277","0.279","0.700","0.519","2","hsa-miR-1224-5p","hsa-miR-1290","","","","","","",""
"ZNF322P1","0.366","0.700","0.450","1","hsa-miR-504-3p","","","","","","","",""
"ZNF440","0.337","0.700","0.597","2","hsa-miR-6805-3p","hsa-miR-940","","","","","","",""
"ZNF443","0.355","0.700","0.433","1","hsa-miR-6076","","","","","","","",""
"ZNF496","0.377","0.700","0.467","1","hsa-miR-940","","","","","","","",""
"ZNF503","0.320","0.700","0.381","1","hsa-miR-6780a-5p","","","","","","","",""
"ZNF527","0.320","0.700","0.381","1","hsa-miR-940","","","","","","","",""
"ZNF562","0.301","0.700","0.641","3","hsa-miR-5698","hsa-miR-1470","hsa-miR-940","","","","","",""
